Season,Team,Lg,Salary,Player Link
2012-13,Philadelphia 76ers,NBA,"$443,867",/players/p/pargoje01.html
2019-20,Golden State Warriors,NBA,"$91,557",/players/p/pargoje01.html
Career,(may be incomplete),,"$2,297,619",/players/p/pargoje01.html
2011-12,Memphis Grizzlies,NBA,"$1,000,000",/players/p/pargoje01.html
2012-13,Cleveland Cavaliers,NBA,"$762,195",/players/p/pargoje01.html
2012-13,Philadelphia 76ers,NBA,"$443,867",/players/p/pargoje01.html
2019-20,Golden State Warriors,NBA,"$91,557",/players/p/pargoje01.html
Career,(may be incomplete),,"$2,297,619",/players/p/pargoje01.html
2011-12,Houston Rockets,NBA,"$850,000",/players/p/parsoch01.html
2012-13,Houston Rockets,NBA,"$888,250",/players/p/parsoch01.html
2013-14,Houston Rockets,NBA,"$926,500",/players/p/parsoch01.html
2014-15,Dallas Mavericks,NBA,"$14,700,000",/players/p/parsoch01.html
2015-16,Dallas Mavericks,NBA,"$15,361,500",/players/p/parsoch01.html
2016-17,Memphis Grizzlies,NBA,"$22,116,750",/players/p/parsoch01.html
2017-18,Memphis Grizzlies,NBA,"$23,112,004",/players/p/parsoch01.html
2018-19,Memphis Grizzlies,NBA,"$24,107,258",/players/p/parsoch01.html
2019-20,Atlanta Hawks,NBA,"$25,102,511",/players/p/parsoch01.html
Career,(may be incomplete),,"$127,164,773",/players/p/parsoch01.html
2011-12,Houston Rockets,NBA,"$850,000",/players/p/parsoch01.html
2012-13,Houston Rockets,NBA,"$888,250",/players/p/parsoch01.html
2013-14,Houston Rockets,NBA,"$926,500",/players/p/parsoch01.html
2014-15,Dallas Mavericks,NBA,"$14,700,000",/players/p/parsoch01.html
2015-16,Dallas Mavericks,NBA,"$15,361,500",/players/p/parsoch01.html
2016-17,Memphis Grizzlies,NBA,"$22,116,750",/players/p/parsoch01.html
2017-18,Memphis Grizzlies,NBA,"$23,112,004",/players/p/parsoch01.html
2018-19,Memphis Grizzlies,NBA,"$24,107,258",/players/p/parsoch01.html
2019-20,Atlanta Hawks,NBA,"$25,102,511",/players/p/parsoch01.html
Career,(may be incomplete),,"$127,164,773",/players/p/parsoch01.html
2011-12,Oklahoma City Thunder,NBA,"$475,000",/players/r/reidry01.html
Career,(may be incomplete),,"$475,000",/players/r/reidry01.html
2011-12,Oklahoma City Thunder,NBA,"$475,000",/players/r/reidry01.html
Career,(may be incomplete),,"$475,000",/players/r/reidry01.html
2011-12,Minnesota Timberwolves,NBA,"$3,480,120",/players/r/rubiori01.html
2012-13,Minnesota Timberwolves,NBA,"$3,741,120",/players/r/rubiori01.html
2013-14,Minnesota Timberwolves,NBA,"$4,002,120",/players/r/rubiori01.html
2014-15,Minnesota Timberwolves,NBA,"$5,070,686",/players/r/rubiori01.html
2015-16,Minnesota Timberwolves,NBA,"$12,365,000",/players/r/rubiori01.html
2016-17,Minnesota Timberwolves,NBA,"$13,550,000",/players/r/rubiori01.html
2017-18,Utah Jazz,NBA,"$14,275,000",/players/r/rubiori01.html
2018-19,Utah Jazz,NBA,"$14,975,000",/players/r/rubiori01.html
2019-20,Phoenix Suns,NBA,"$16,200,000",/players/r/rubiori01.html
2020-21,Minnesota Timberwolves,NBA,"$17,000,000",/players/r/rubiori01.html
2021-22,Indiana Pacers,NBA,"$17,800,000",/players/r/rubiori01.html
Career,(may be incomplete),,"$122,459,046",/players/r/rubiori01.html
2011-12,Minnesota Timberwolves,NBA,"$3,480,120",/players/r/rubiori01.html
2012-13,Minnesota Timberwolves,NBA,"$3,741,120",/players/r/rubiori01.html
2013-14,Minnesota Timberwolves,NBA,"$4,002,120",/players/r/rubiori01.html
2014-15,Minnesota Timberwolves,NBA,"$5,070,686",/players/r/rubiori01.html
2015-16,Minnesota Timberwolves,NBA,"$12,365,000",/players/r/rubiori01.html
2016-17,Minnesota Timberwolves,NBA,"$13,550,000",/players/r/rubiori01.html
2017-18,Utah Jazz,NBA,"$14,275,000",/players/r/rubiori01.html
2018-19,Utah Jazz,NBA,"$14,975,000",/players/r/rubiori01.html
2019-20,Phoenix Suns,NBA,"$16,200,000",/players/r/rubiori01.html
2020-21,Minnesota Timberwolves,NBA,"$17,000,000",/players/r/rubiori01.html
2021-22,Indiana Pacers,NBA,"$17,800,000",/players/r/rubiori01.html
Career,(may be incomplete),,"$122,459,046",/players/r/rubiori01.html
2011-12,Detroit Pistons,NBA,"$374,289",/players/r/russewa02.html
Career,(may be incomplete),,"$374,289",/players/r/russewa02.html
2011-12,Detroit Pistons,NBA,"$374,289",/players/r/russewa02.html
Career,(may be incomplete),,"$374,289",/players/r/russewa02.html
2011-12,Memphis Grizzlies,NBA,"$550,000",/players/s/selbyjo01.html
2012-13,Cleveland Cavaliers,NBA,"$762,195",/players/s/selbyjo01.html
Career,(may be incomplete),,"$1,312,195",/players/s/selbyjo01.html
2011-12,Memphis Grizzlies,NBA,"$550,000",/players/s/selbyjo01.html
2012-13,Cleveland Cavaliers,NBA,"$762,195",/players/s/selbyjo01.html
Career,(may be incomplete),,"$1,312,195",/players/s/selbyjo01.html
2011-12,New York Knicks,NBA,"$1,563,120",/players/s/shumpim01.html
2012-13,New York Knicks,NBA,"$1,680,360",/players/s/shumpim01.html
2013-14,New York Knicks,NBA,"$1,703,760",/players/s/shumpim01.html
2014-15,Cleveland Cavaliers,NBA,"$2,616,975",/players/s/shumpim01.html
2015-16,Cleveland Cavaliers,NBA,"$9,000,000",/players/s/shumpim01.html
2016-17,Cleveland Cavaliers,NBA,"$9,700,000",/players/s/shumpim01.html
2017-18,Sacramento Kings,NBA,"$10,337,079",/players/s/shumpim01.html
2018-19,Houston Rockets,NBA,"$11,011,234",/players/s/shumpim01.html
2019-20,Brooklyn Nets,NBA,"$419,443",/players/s/shumpim01.html
2020-21,Brooklyn Nets,NBA,"$558,153",/players/s/shumpim01.html
Career,(may be incomplete),,"$48,590,124",/players/s/shumpim01.html
2011-12,New York Knicks,NBA,"$1,563,120",/players/s/shumpim01.html
2012-13,New York Knicks,NBA,"$1,680,360",/players/s/shumpim01.html
2013-14,New York Knicks,NBA,"$1,703,760",/players/s/shumpim01.html
2014-15,Cleveland Cavaliers,NBA,"$2,616,975",/players/s/shumpim01.html
2015-16,Cleveland Cavaliers,NBA,"$9,000,000",/players/s/shumpim01.html
2016-17,Cleveland Cavaliers,NBA,"$9,700,000",/players/s/shumpim01.html
2017-18,Sacramento Kings,NBA,"$10,337,079",/players/s/shumpim01.html
2018-19,Houston Rockets,NBA,"$11,011,234",/players/s/shumpim01.html
2019-20,Brooklyn Nets,NBA,"$419,443",/players/s/shumpim01.html
2020-21,Brooklyn Nets,NBA,"$558,153",/players/s/shumpim01.html
Career,(may be incomplete),,"$48,590,124",/players/s/shumpim01.html
2017-18,Boston Celtics,NBA,"$74,159",/players/s/silasxa01.html
Career,(may be incomplete),,"$74,159",/players/s/silasxa01.html
2017-18,Boston Celtics,NBA,"$74,159",/players/s/silasxa01.html
Career,(may be incomplete),,"$74,159",/players/s/silasxa01.html
2011-12,Washington Wizards,NBA,"$1,485,000",/players/s/singlch01.html
2012-13,Washington Wizards,NBA,"$1,596,360",/players/s/singlch01.html
2013-14,Washington Wizards,NBA,"$1,618,680",/players/s/singlch01.html
Career,(may be incomplete),,"$4,700,040",/players/s/singlch01.html
2011-12,Washington Wizards,NBA,"$1,485,000",/players/s/singlch01.html
2012-13,Washington Wizards,NBA,"$1,596,360",/players/s/singlch01.html
2013-14,Washington Wizards,NBA,"$1,618,680",/players/s/singlch01.html
Career,(may be incomplete),,"$4,700,040",/players/s/singlch01.html
2011-12,Atlanta Hawks,NBA,"$122,237",/players/s/sloando01.html
2011-12,New Orleans Hornets,NBA,"$76,392",/players/s/sloando01.html
2012-13,Cleveland Cavaliers,NBA,"$251,076",/players/s/sloando01.html
2012-13,New Orleans Hornets,NBA,"$44,835",/players/s/sloando01.html
2013-14,Indiana Pacers,NBA,"$884,293",/players/s/sloando01.html
2014-15,Indiana Pacers,NBA,"$948,163",/players/s/sloando01.html
2015-16,Brooklyn Nets,NBA,"$1,015,421",/players/s/sloando01.html
Career,(may be incomplete),,"$3,342,417",/players/s/sloando01.html
2011-12,Atlanta Hawks,NBA,"$122,237",/players/s/sloando01.html
2011-12,New Orleans Hornets,NBA,"$76,392",/players/s/sloando01.html
2012-13,Cleveland Cavaliers,NBA,"$251,076",/players/s/sloando01.html
2012-13,New Orleans Hornets,NBA,"$44,835",/players/s/sloando01.html
2013-14,Indiana Pacers,NBA,"$884,293",/players/s/sloando01.html
2014-15,Indiana Pacers,NBA,"$948,163",/players/s/sloando01.html
2015-16,Brooklyn Nets,NBA,"$1,015,421",/players/s/sloando01.html
Career,(may be incomplete),,"$3,342,417",/players/s/sloando01.html
2011-12,Houston Rockets,NBA,"$301,733",/players/s/smithje01.html
2012-13,Houston Rockets,NBA,"$762,195",/players/s/smithje01.html
2013-14,Houston Rockets,NBA,"$884,293",/players/s/smithje01.html
2014-15,Dallas Mavericks,NBA,"$948,163",/players/s/smithje01.html
2015-16,Minnesota Timberwolves,NBA,"$247,623",/players/s/smithje01.html
Career,(may be incomplete),,"$3,144,007",/players/s/smithje01.html
2011-12,Houston Rockets,NBA,"$301,733",/players/s/smithje01.html
2012-13,Houston Rockets,NBA,"$762,195",/players/s/smithje01.html
2013-14,Houston Rockets,NBA,"$884,293",/players/s/smithje01.html
2014-15,Dallas Mavericks,NBA,"$948,163",/players/s/smithje01.html
2015-16,Minnesota Timberwolves,NBA,"$247,623",/players/s/smithje01.html
Career,(may be incomplete),,"$3,144,007",/players/s/smithje01.html
2011-12,Houston Rockets,NBA,"$301,733",/players/s/smithje01.html
2012-13,Houston Rockets,NBA,"$762,195",/players/s/smithje01.html
2013-14,Houston Rockets,NBA,"$884,293",/players/s/smithje01.html
2014-15,Dallas Mavericks,NBA,"$948,163",/players/s/smithje01.html
2015-16,Minnesota Timberwolves,NBA,"$247,623",/players/s/smithje01.html
Career,(may be incomplete),,"$3,144,007",/players/s/smithje01.html
2011-12,Portland Trail Blazers,NBA,"$1,306,920",/players/s/smithno01.html
2012-13,Portland Trail Blazers,NBA,"$1,404,960",/players/s/smithno01.html
Career,(may be incomplete),,"$2,711,880",/players/s/smithno01.html
2011-12,Portland Trail Blazers,NBA,"$1,306,920",/players/s/smithno01.html
2012-13,Portland Trail Blazers,NBA,"$1,404,960",/players/s/smithno01.html
Career,(may be incomplete),,"$2,711,880",/players/s/smithno01.html
2011-12,Boston Celtics,NBA,"$762,195",/players/s/stiemgr01.html
2012-13,Minnesota Timberwolves,NBA,"$2,575,000",/players/s/stiemgr01.html
2013-14,New Orleans Pelicans,NBA,"$2,676,000",/players/s/stiemgr01.html
2014-15,Toronto Raptors,NBA,"$981,084",/players/s/stiemgr01.html
Career,(may be incomplete),,"$6,994,279",/players/s/stiemgr01.html
2011-12,Boston Celtics,NBA,"$762,195",/players/s/stiemgr01.html
2012-13,Minnesota Timberwolves,NBA,"$2,575,000",/players/s/stiemgr01.html
2013-14,New Orleans Pelicans,NBA,"$2,676,000",/players/s/stiemgr01.html
2014-15,Toronto Raptors,NBA,"$981,084",/players/s/stiemgr01.html
Career,(may be incomplete),,"$6,994,279",/players/s/stiemgr01.html
2011-12,Denver Nuggets,NBA,"$473,604",/players/s/stoneju01.html
2012-13,Denver Nuggets,NBA,"$762,195",/players/s/stoneju01.html
2016-17,Indiana Pacers,NBA,"$50,000",/players/s/stoneju01.html
2017-18,Charlotte Hornets,NBA,"$1,524,305",/players/s/stoneju01.html
Career,(may be incomplete),,"$2,810,104",/players/s/stoneju01.html
2011-12,Denver Nuggets,NBA,"$473,604",/players/s/stoneju01.html
2012-13,Denver Nuggets,NBA,"$762,195",/players/s/stoneju01.html
2016-17,Indiana Pacers,NBA,"$50,000",/players/s/stoneju01.html
2017-18,Charlotte Hornets,NBA,"$1,524,305",/players/s/stoneju01.html
Career,(may be incomplete),,"$2,810,104",/players/s/stoneju01.html
2011-12,Sacramento Kings,NBA,"$473,604",/players/t/thomais02.html
2012-13,Sacramento Kings,NBA,"$762,195",/players/t/thomais02.html
2013-14,Sacramento Kings,NBA,"$884,293",/players/t/thomais02.html
2014-15,Boston Celtics,NBA,"$7,238,606",/players/t/thomais02.html
2015-16,Boston Celtics,NBA,"$6,912,869",/players/t/thomais02.html
2016-17,Boston Celtics,NBA,"$6,587,132",/players/t/thomais02.html
2017-18,Los Angeles Lakers,NBA,"$6,261,395",/players/t/thomais02.html
2018-19,Denver Nuggets,NBA,"$2,029,463",/players/t/thomais02.html
2019-20,Los Angeles Clippers,NBA,"$2,320,044",/players/t/thomais02.html
2020-21,New Orleans Pelicans,NBA,"$110,998",/players/t/thomais02.html
2021-22,Charlotte Hornets,NBA,"$552,077",/players/t/thomais02.html
2021-22,Dallas Mavericks,NBA,"$138,019",/players/t/thomais02.html
2021-22,Los Angeles Lakers,NBA,"$138,019",/players/t/thomais02.html
Career,(may be incomplete),,"$34,408,714",/players/t/thomais02.html
2011-12,Sacramento Kings,NBA,"$473,604",/players/t/thomais02.html
2012-13,Sacramento Kings,NBA,"$762,195",/players/t/thomais02.html
2013-14,Sacramento Kings,NBA,"$884,293",/players/t/thomais02.html
2014-15,Boston Celtics,NBA,"$7,238,606",/players/t/thomais02.html
2015-16,Boston Celtics,NBA,"$6,912,869",/players/t/thomais02.html
2016-17,Boston Celtics,NBA,"$6,587,132",/players/t/thomais02.html
2017-18,Los Angeles Lakers,NBA,"$6,261,395",/players/t/thomais02.html
2018-19,Denver Nuggets,NBA,"$2,029,463",/players/t/thomais02.html
2019-20,Los Angeles Clippers,NBA,"$2,320,044",/players/t/thomais02.html
2020-21,New Orleans Pelicans,NBA,"$110,998",/players/t/thomais02.html
2021-22,Charlotte Hornets,NBA,"$552,077",/players/t/thomais02.html
2021-22,Dallas Mavericks,NBA,"$138,019",/players/t/thomais02.html
2021-22,Los Angeles Lakers,NBA,"$138,019",/players/t/thomais02.html
Career,(may be incomplete),,"$34,408,714",/players/t/thomais02.html
2011-12,New Orleans Hornets,NBA,"$328,444",/players/t/thomala01.html
2012-13,New Orleans Hornets,NBA,"$762,195",/players/t/thomala01.html
2013-14,New Orleans Pelicans,NBA,"$884,293",/players/t/thomala01.html
2014-15,New York Knicks,NBA,"$403,784",/players/t/thomala01.html
2015-16,New York Knicks,NBA,"$1,650,000",/players/t/thomala01.html
2016-17,New York Knicks,NBA,"$6,191,000",/players/t/thomala01.html
2017-18,New York Knicks,NBA,"$6,655,325",/players/t/thomala01.html
2018-19,New York Knicks,NBA,"$7,119,650",/players/t/thomala01.html
2019-20,Brooklyn Nets,NBA,"$262,152",/players/t/thomala01.html
Career,(may be incomplete),,"$24,256,843",/players/t/thomala01.html
2011-12,New Orleans Hornets,NBA,"$328,444",/players/t/thomala01.html
2012-13,New Orleans Hornets,NBA,"$762,195",/players/t/thomala01.html
2013-14,New Orleans Pelicans,NBA,"$884,293",/players/t/thomala01.html
2014-15,New York Knicks,NBA,"$403,784",/players/t/thomala01.html
2015-16,New York Knicks,NBA,"$1,650,000",/players/t/thomala01.html
2016-17,New York Knicks,NBA,"$6,191,000",/players/t/thomala01.html
2017-18,New York Knicks,NBA,"$6,655,325",/players/t/thomala01.html
2018-19,New York Knicks,NBA,"$7,119,650",/players/t/thomala01.html
2019-20,Brooklyn Nets,NBA,"$262,152",/players/t/thomala01.html
Career,(may be incomplete),,"$24,256,843",/players/t/thomala01.html
2011-12,San Antonio Spurs,NBA,"$103,104",/players/t/thomama01.html
2014-15,Philadelphia 76ers,NBA,"$474,000",/players/t/thomama01.html
Career,(may be incomplete),,"$577,104",/players/t/thomama01.html
2011-12,San Antonio Spurs,NBA,"$103,104",/players/t/thomama01.html
2014-15,Philadelphia 76ers,NBA,"$474,000",/players/t/thomama01.html
Career,(may be incomplete),,"$577,104",/players/t/thomama01.html
2011-12,Los Angeles Clippers,NBA,"$473,604",/players/t/thomptr02.html
2012-13,Los Angeles Clippers,NBA,"$762,195",/players/t/thomptr02.html
Career,(may be incomplete),,"$1,235,799",/players/t/thomptr02.html
2011-12,Los Angeles Clippers,NBA,"$473,604",/players/t/thomptr02.html
2012-13,Los Angeles Clippers,NBA,"$762,195",/players/t/thomptr02.html
Career,(may be incomplete),,"$1,235,799",/players/t/thomptr02.html
2011-12,Golden State Warriors,NBA,"$2,126,520",/players/t/thompkl01.html
2012-13,Golden State Warriors,NBA,"$2,286,000",/players/t/thompkl01.html
2013-14,Golden State Warriors,NBA,"$2,317,920",/players/t/thompkl01.html
2014-15,Golden State Warriors,NBA,"$3,075,880",/players/t/thompkl01.html
2015-16,Golden State Warriors,NBA,"$15,500,000",/players/t/thompkl01.html
2016-17,Golden State Warriors,NBA,"$16,663,575",/players/t/thompkl01.html
2017-18,Golden State Warriors,NBA,"$17,826,150",/players/t/thompkl01.html
2018-19,Golden State Warriors,NBA,"$18,988,725",/players/t/thompkl01.html
2019-20,Golden State Warriors,NBA,"$32,742,000",/players/t/thompkl01.html
2020-21,Golden State Warriors,NBA,"$35,361,360",/players/t/thompkl01.html
2021-22,Golden State Warriors,NBA,"$37,980,720",/players/t/thompkl01.html
Career,(may be incomplete),,"$184,868,850",/players/t/thompkl01.html
2011-12,Golden State Warriors,NBA,"$2,126,520",/players/t/thompkl01.html
2012-13,Golden State Warriors,NBA,"$2,286,000",/players/t/thompkl01.html
2013-14,Golden State Warriors,NBA,"$2,317,920",/players/t/thompkl01.html
2014-15,Golden State Warriors,NBA,"$3,075,880",/players/t/thompkl01.html
2015-16,Golden State Warriors,NBA,"$15,500,000",/players/t/thompkl01.html
2016-17,Golden State Warriors,NBA,"$16,663,575",/players/t/thompkl01.html
2017-18,Golden State Warriors,NBA,"$17,826,150",/players/t/thompkl01.html
2018-19,Golden State Warriors,NBA,"$18,988,725",/players/t/thompkl01.html
2019-20,Golden State Warriors,NBA,"$32,742,000",/players/t/thompkl01.html
2020-21,Golden State Warriors,NBA,"$35,361,360",/players/t/thompkl01.html
2021-22,Golden State Warriors,NBA,"$37,980,720",/players/t/thompkl01.html
Career,(may be incomplete),,"$184,868,850",/players/t/thompkl01.html
2011-12,Cleveland Cavaliers,NBA,"$168,035",/players/t/thompmy02.html
Career,(may be incomplete),,"$168,035",/players/t/thompmy02.html
2011-12,Cleveland Cavaliers,NBA,"$168,035",/players/t/thompmy02.html
Career,(may be incomplete),,"$168,035",/players/t/thompmy02.html
2011-12,Cleveland Cavaliers,NBA,"$3,726,600",/players/t/thomptr01.html
2012-13,Cleveland Cavaliers,NBA,"$4,006,080",/players/t/thomptr01.html
2013-14,Cleveland Cavaliers,NBA,"$4,062,000",/players/t/thomptr01.html
2014-15,Cleveland Cavaliers,NBA,"$5,138,430",/players/t/thomptr01.html
2015-16,Cleveland Cavaliers,NBA,"$14,260,870",/players/t/thomptr01.html
2016-17,Cleveland Cavaliers,NBA,"$15,330,435",/players/t/thomptr01.html
2017-18,Cleveland Cavaliers,NBA,"$16,400,000",/players/t/thomptr01.html
2018-19,Cleveland Cavaliers,NBA,"$17,469,565",/players/t/thomptr01.html
2019-20,Cleveland Cavaliers,NBA,"$18,539,130",/players/t/thomptr01.html
2020-21,Boston Celtics,NBA,"$9,258,000",/players/t/thomptr01.html
2021-22,Indiana Pacers,NBA,"$8,946,611",/players/t/thomptr01.html
2021-22,Chicago Bulls,NBA,"$1,000,000",/players/t/thomptr01.html
Career,(may be incomplete),,"$118,137,721",/players/t/thomptr01.html
2011-12,Cleveland Cavaliers,NBA,"$3,726,600",/players/t/thomptr01.html
2012-13,Cleveland Cavaliers,NBA,"$4,006,080",/players/t/thomptr01.html
2013-14,Cleveland Cavaliers,NBA,"$4,062,000",/players/t/thomptr01.html
2014-15,Cleveland Cavaliers,NBA,"$5,138,430",/players/t/thomptr01.html
2015-16,Cleveland Cavaliers,NBA,"$14,260,870",/players/t/thomptr01.html
2016-17,Cleveland Cavaliers,NBA,"$15,330,435",/players/t/thomptr01.html
2017-18,Cleveland Cavaliers,NBA,"$16,400,000",/players/t/thomptr01.html
2018-19,Cleveland Cavaliers,NBA,"$17,469,565",/players/t/thomptr01.html
2019-20,Cleveland Cavaliers,NBA,"$18,539,130",/players/t/thomptr01.html
2020-21,Boston Celtics,NBA,"$9,258,000",/players/t/thomptr01.html
2021-22,Indiana Pacers,NBA,"$8,946,611",/players/t/thomptr01.html
2021-22,Chicago Bulls,NBA,"$1,000,000",/players/t/thomptr01.html
Career,(may be incomplete),,"$118,137,721",/players/t/thomptr01.html
2011-12,Golden State Warriors,NBA,"$650,000",/players/u/ubileed01.html
2012-13,Atlanta Hawks,NBA,"$762,195",/players/u/ubileed01.html
2013-14,New York Knicks,NBA,"$884,293",/players/u/ubileed01.html
2013-14,Atlanta Hawks,NBA,"$100,000",/players/u/ubileed01.html
Career,(may be incomplete),,"$2,396,488",/players/u/ubileed01.html
2011-12,Golden State Warriors,NBA,"$650,000",/players/u/ubileed01.html
2012-13,Atlanta Hawks,NBA,"$762,195",/players/u/ubileed01.html
2013-14,New York Knicks,NBA,"$884,293",/players/u/ubileed01.html
2013-14,Atlanta Hawks,NBA,"$100,000",/players/u/ubileed01.html
Career,(may be incomplete),,"$2,396,488",/players/u/ubileed01.html
2011-12,Golden State Warriors,NBA,"$650,000",/players/u/ubileed01.html
2012-13,Atlanta Hawks,NBA,"$762,195",/players/u/ubileed01.html
2013-14,New York Knicks,NBA,"$884,293",/players/u/ubileed01.html
2013-14,Atlanta Hawks,NBA,"$100,000",/players/u/ubileed01.html
Career,(may be incomplete),,"$2,396,488",/players/u/ubileed01.html
2011-12,Washington Wizards,NBA,"$3,065,040",/players/v/veselja01.html
2012-13,Washington Wizards,NBA,"$3,294,960",/players/v/veselja01.html
2013-14,Washington Wizards,NBA,"$3,340,920",/players/v/veselja01.html
Career,(may be incomplete),,"$9,700,920",/players/v/veselja01.html
2011-12,Washington Wizards,NBA,"$3,065,040",/players/v/veselja01.html
2012-13,Washington Wizards,NBA,"$3,294,960",/players/v/veselja01.html
2013-14,Washington Wizards,NBA,"$3,340,920",/players/v/veselja01.html
Career,(may be incomplete),,"$9,700,920",/players/v/veselja01.html
2011-12,Philadelphia 76ers,NBA,"$1,645,400",/players/v/vucevni01.html
2012-13,Orlando Magic,NBA,"$1,768,800",/players/v/vucevni01.html
2013-14,Orlando Magic,NBA,"$1,793,520",/players/v/vucevni01.html
2014-15,Orlando Magic,NBA,"$2,751,260",/players/v/vucevni01.html
2015-16,Orlando Magic,NBA,"$11,250,000",/players/v/vucevni01.html
2016-17,Orlando Magic,NBA,"$11,750,000",/players/v/vucevni01.html
2017-18,Orlando Magic,NBA,"$12,250,000",/players/v/vucevni01.html
2018-19,Orlando Magic,NBA,"$12,750,000",/players/v/vucevni01.html
2019-20,Orlando Magic,NBA,"$28,000,000",/players/v/vucevni01.html
2020-21,Chicago Bulls,NBA,"$26,000,000",/players/v/vucevni01.html
2021-22,Chicago Bulls,NBA,"$24,000,000",/players/v/vucevni01.html
Career,(may be incomplete),,"$133,958,980",/players/v/vucevni01.html
2011-12,Philadelphia 76ers,NBA,"$1,645,400",/players/v/vucevni01.html
2012-13,Orlando Magic,NBA,"$1,768,800",/players/v/vucevni01.html
2013-14,Orlando Magic,NBA,"$1,793,520",/players/v/vucevni01.html
2014-15,Orlando Magic,NBA,"$2,751,260",/players/v/vucevni01.html
2015-16,Orlando Magic,NBA,"$11,250,000",/players/v/vucevni01.html
2016-17,Orlando Magic,NBA,"$11,750,000",/players/v/vucevni01.html
2017-18,Orlando Magic,NBA,"$12,250,000",/players/v/vucevni01.html
2018-19,Orlando Magic,NBA,"$12,750,000",/players/v/vucevni01.html
2019-20,Orlando Magic,NBA,"$28,000,000",/players/v/vucevni01.html
2020-21,Chicago Bulls,NBA,"$26,000,000",/players/v/vucevni01.html
2021-22,Chicago Bulls,NBA,"$24,000,000",/players/v/vucevni01.html
Career,(may be incomplete),,"$133,958,980",/players/v/vucevni01.html
2011-12,Charlotte Bobcats,NBA,"$2,356,320",/players/w/walkeke02.html
2012-13,Charlotte Bobcats,NBA,"$2,532,960",/players/w/walkeke02.html
2013-14,Charlotte Bobcats,NBA,"$2,568,360",/players/w/walkeke02.html
2014-15,Charlotte Hornets,NBA,"$3,272,091",/players/w/walkeke02.html
2015-16,Charlotte Hornets,NBA,"$12,000,000",/players/w/walkeke02.html
2016-17,Charlotte Hornets,NBA,"$12,000,000",/players/w/walkeke02.html
2017-18,Charlotte Hornets,NBA,"$12,000,000",/players/w/walkeke02.html
2018-19,Charlotte Hornets,NBA,"$12,000,000",/players/w/walkeke02.html
2019-20,Boston Celtics,NBA,"$32,742,000",/players/w/walkeke02.html
2020-21,Boston Celtics,NBA,"$34,379,100",/players/w/walkeke02.html
2021-22,Oklahoma City Thunder,NBA,"$26,238,422",/players/w/walkeke02.html
2021-22,New York Knicks,NBA,"$8,729,020",/players/w/walkeke02.html
Career,(may be incomplete),,"$160,818,273",/players/w/walkeke02.html
2011-12,Charlotte Bobcats,NBA,"$2,356,320",/players/w/walkeke02.html
2012-13,Charlotte Bobcats,NBA,"$2,532,960",/players/w/walkeke02.html
2013-14,Charlotte Bobcats,NBA,"$2,568,360",/players/w/walkeke02.html
2014-15,Charlotte Hornets,NBA,"$3,272,091",/players/w/walkeke02.html
2015-16,Charlotte Hornets,NBA,"$12,000,000",/players/w/walkeke02.html
2016-17,Charlotte Hornets,NBA,"$12,000,000",/players/w/walkeke02.html
2017-18,Charlotte Hornets,NBA,"$12,000,000",/players/w/walkeke02.html
2018-19,Charlotte Hornets,NBA,"$12,000,000",/players/w/walkeke02.html
2019-20,Boston Celtics,NBA,"$32,742,000",/players/w/walkeke02.html
2020-21,Boston Celtics,NBA,"$34,379,100",/players/w/walkeke02.html
2021-22,Oklahoma City Thunder,NBA,"$26,238,422",/players/w/walkeke02.html
2021-22,New York Knicks,NBA,"$8,729,020",/players/w/walkeke02.html
Career,(may be incomplete),,"$160,818,273",/players/w/walkeke02.html
2007-08,Sacramento Kings,NBA,"$109,461",/players/w/watkida01.html
Career,(may be incomplete),,"$109,461",/players/w/watkida01.html
2007-08,Sacramento Kings,NBA,"$109,461",/players/w/watkida01.html
Career,(may be incomplete),,"$109,461",/players/w/watkida01.html
2011-12,Minnesota Timberwolves,NBA,"$4,602,720",/players/w/willide02.html
2012-13,Minnesota Timberwolves,NBA,"$4,947,840",/players/w/willide02.html
2013-14,Minnesota Timberwolves,NBA,"$5,016,960",/players/w/willide02.html
2014-15,Sacramento Kings,NBA,"$6,331,404",/players/w/willide02.html
2015-16,New York Knicks,NBA,"$4,900,000",/players/w/willide02.html
2016-17,Miami Heat,NBA,"$4,598,000",/players/w/willide02.html
2016-17,Cleveland Cavaliers,NBA,"$402,043",/players/w/willide02.html
2017-18,Los Angeles Lakers,NBA,"$83,129",/players/w/willide02.html
Career,(may be incomplete),,"$30,882,096",/players/w/willide02.html
2011-12,Minnesota Timberwolves,NBA,"$4,602,720",/players/w/willide02.html
2012-13,Minnesota Timberwolves,NBA,"$4,947,840",/players/w/willide02.html
2013-14,Minnesota Timberwolves,NBA,"$5,016,960",/players/w/willide02.html
2014-15,Sacramento Kings,NBA,"$6,331,404",/players/w/willide02.html
2015-16,New York Knicks,NBA,"$4,900,000",/players/w/willide02.html
2016-17,Miami Heat,NBA,"$4,598,000",/players/w/willide02.html
2016-17,Cleveland Cavaliers,NBA,"$402,043",/players/w/willide02.html
2017-18,Los Angeles Lakers,NBA,"$83,129",/players/w/willide02.html
Career,(may be incomplete),,"$30,882,096",/players/w/willide02.html
2010-11,Portland Trail Blazers,NBA,"$1,254,720",/players/w/williel01.html
2011-12,Portland Trail Blazers,NBA,"$1,348,800",/players/w/williel01.html
