Season,Team,Lg,Salary,Player Link
2007-08,Detroit Pistons,NBA,"$944,520",/players/a/afflaar01.html
2008-09,Detroit Pistons,NBA,"$1,015,440",/players/a/afflaar01.html
2009-10,Denver Nuggets,NBA,"$1,086,240",/players/a/afflaar01.html
2010-11,Denver Nuggets,NBA,"$1,959,577",/players/a/afflaar01.html
2011-12,Denver Nuggets,NBA,"$7,562,500",/players/a/afflaar01.html
2012-13,Orlando Magic,NBA,"$7,750,000",/players/a/afflaar01.html
2013-14,Orlando Magic,NBA,"$7,312,500",/players/a/afflaar01.html
2014-15,Portland Trail Blazers,NBA,"$7,750,000",/players/a/afflaar01.html
2015-16,New York Knicks,NBA,"$8,000,000",/players/a/afflaar01.html
2016-17,Sacramento Kings,NBA,"$12,500,000",/players/a/afflaar01.html
2017-18,Sacramento Kings,NBA,"$1,500,000",/players/a/afflaar01.html
2017-18,Orlando Magic,NBA,"$1,471,382",/players/a/afflaar01.html
Career,(may be incomplete),,"$58,852,159",/players/a/afflaar01.html
2007-08,Detroit Pistons,NBA,"$944,520",/players/a/afflaar01.html
2008-09,Detroit Pistons,NBA,"$1,015,440",/players/a/afflaar01.html
2009-10,Denver Nuggets,NBA,"$1,086,240",/players/a/afflaar01.html
2010-11,Denver Nuggets,NBA,"$1,959,577",/players/a/afflaar01.html
2011-12,Denver Nuggets,NBA,"$7,562,500",/players/a/afflaar01.html
2012-13,Orlando Magic,NBA,"$7,750,000",/players/a/afflaar01.html
2013-14,Orlando Magic,NBA,"$7,312,500",/players/a/afflaar01.html
2014-15,Portland Trail Blazers,NBA,"$7,750,000",/players/a/afflaar01.html
2015-16,New York Knicks,NBA,"$8,000,000",/players/a/afflaar01.html
2016-17,Sacramento Kings,NBA,"$12,500,000",/players/a/afflaar01.html
2017-18,Sacramento Kings,NBA,"$1,500,000",/players/a/afflaar01.html
2017-18,Orlando Magic,NBA,"$1,471,382",/players/a/afflaar01.html
Career,(may be incomplete),,"$58,852,159",/players/a/afflaar01.html
2008-09,Charlotte Bobcats,NBA,"$1,276,320",/players/a/ajincal01.html
2009-10,Charlotte Bobcats,NBA,"$1,372,080",/players/a/ajincal01.html
2010-11,Toronto Raptors,NBA,"$1,467,840",/players/a/ajincal01.html
2014-15,New Orleans Pelicans,NBA,"$981,084",/players/a/ajincal01.html
2015-16,New Orleans Pelicans,NBA,"$4,300,000",/players/a/ajincal01.html
2016-17,New Orleans Pelicans,NBA,"$4,600,000",/players/a/ajincal01.html
2017-18,New Orleans Pelicans,NBA,"$4,961,798",/players/a/ajincal01.html
2018-19,Los Angeles Clippers,NBA,"$5,285,394",/players/a/ajincal01.html
Career,(may be incomplete),,"$24,244,516",/players/a/ajincal01.html
2008-09,Charlotte Bobcats,NBA,"$1,276,320",/players/a/ajincal01.html
2009-10,Charlotte Bobcats,NBA,"$1,372,080",/players/a/ajincal01.html
2010-11,Toronto Raptors,NBA,"$1,467,840",/players/a/ajincal01.html
2014-15,New Orleans Pelicans,NBA,"$981,084",/players/a/ajincal01.html
2015-16,New Orleans Pelicans,NBA,"$4,300,000",/players/a/ajincal01.html
2016-17,New Orleans Pelicans,NBA,"$4,600,000",/players/a/ajincal01.html
2017-18,New Orleans Pelicans,NBA,"$4,961,798",/players/a/ajincal01.html
2018-19,Los Angeles Clippers,NBA,"$5,285,394",/players/a/ajincal01.html
Career,(may be incomplete),,"$24,244,516",/players/a/ajincal01.html
2006-07,Portland Trail Blazers,NBA,"$4,027,320",/players/a/aldrila01.html
2007-08,Portland Trail Blazers,NBA,"$4,329,360",/players/a/aldrila01.html
2008-09,Portland Trail Blazers,NBA,"$4,631,400",/players/a/aldrila01.html
2009-10,Portland Trail Blazers,NBA,"$5,844,827",/players/a/aldrila01.html
2010-11,Portland Trail Blazers,NBA,"$11,244,000",/players/a/aldrila01.html
2011-12,Portland Trail Blazers,NBA,"$12,372,000",/players/a/aldrila01.html
2012-13,Portland Trail Blazers,NBA,"$13,500,000",/players/a/aldrila01.html
2013-14,Portland Trail Blazers,NBA,"$14,128,000",/players/a/aldrila01.html
2014-15,Portland Trail Blazers,NBA,"$16,006,000",/players/a/aldrila01.html
2015-16,San Antonio Spurs,NBA,"$19,500,000",/players/a/aldrila01.html
2016-17,San Antonio Spurs,NBA,"$20,575,005",/players/a/aldrila01.html
2017-18,San Antonio Spurs,NBA,"$21,461,010",/players/a/aldrila01.html
2018-19,San Antonio Spurs,NBA,"$22,347,015",/players/a/aldrila01.html
2019-20,San Antonio Spurs,NBA,"$26,000,000",/players/a/aldrila01.html
2020-21,San Antonio Spurs,NBA,"$16,750,000",/players/a/aldrila01.html
2020-21,Brooklyn Nets,NBA,"$554,988",/players/a/aldrila01.html
2021-22,Brooklyn Nets,NBA,"$2,641,691",/players/a/aldrila01.html
Career,(may be incomplete),,"$215,912,616",/players/a/aldrila01.html
2006-07,Portland Trail Blazers,NBA,"$4,027,320",/players/a/aldrila01.html
2007-08,Portland Trail Blazers,NBA,"$4,329,360",/players/a/aldrila01.html
2008-09,Portland Trail Blazers,NBA,"$4,631,400",/players/a/aldrila01.html
2009-10,Portland Trail Blazers,NBA,"$5,844,827",/players/a/aldrila01.html
2010-11,Portland Trail Blazers,NBA,"$11,244,000",/players/a/aldrila01.html
2011-12,Portland Trail Blazers,NBA,"$12,372,000",/players/a/aldrila01.html
2012-13,Portland Trail Blazers,NBA,"$13,500,000",/players/a/aldrila01.html
2013-14,Portland Trail Blazers,NBA,"$14,128,000",/players/a/aldrila01.html
2014-15,Portland Trail Blazers,NBA,"$16,006,000",/players/a/aldrila01.html
2015-16,San Antonio Spurs,NBA,"$19,500,000",/players/a/aldrila01.html
2016-17,San Antonio Spurs,NBA,"$20,575,005",/players/a/aldrila01.html
2017-18,San Antonio Spurs,NBA,"$21,461,010",/players/a/aldrila01.html
2018-19,San Antonio Spurs,NBA,"$22,347,015",/players/a/aldrila01.html
2019-20,San Antonio Spurs,NBA,"$26,000,000",/players/a/aldrila01.html
2020-21,San Antonio Spurs,NBA,"$16,750,000",/players/a/aldrila01.html
2020-21,Brooklyn Nets,NBA,"$554,988",/players/a/aldrila01.html
2021-22,Brooklyn Nets,NBA,"$2,641,691",/players/a/aldrila01.html
Career,(may be incomplete),,"$215,912,616",/players/a/aldrila01.html
2008-09,Milwaukee Bucks,NBA,"$2,403,120",/players/a/alexajo01.html
2009-10,Chicago Bulls,NBA,"$2,583,360",/players/a/alexajo01.html
2010-11,New Orleans Hornets,NBA,"$90,465",/players/a/alexajo01.html
Career,(may be incomplete),,"$5,076,945",/players/a/alexajo01.html
2008-09,Milwaukee Bucks,NBA,"$2,403,120",/players/a/alexajo01.html
2009-10,Chicago Bulls,NBA,"$2,583,360",/players/a/alexajo01.html
2010-11,New Orleans Hornets,NBA,"$90,465",/players/a/alexajo01.html
Career,(may be incomplete),,"$5,076,945",/players/a/alexajo01.html
2001-02,Miami Heat,NBA,"$332,817",/players/a/allenma01.html
2002-03,Miami Heat,NBA,"$512,435",/players/a/allenma01.html
2003-04,Miami Heat,NBA,"$1,510,000",/players/a/allenma01.html
2004-05,Miami Heat,NBA,"$1,950,625",/players/a/allenma01.html
2005-06,Chicago Bulls,NBA,"$1,670,000",/players/a/allenma01.html
2006-07,Chicago Bulls,NBA,"$1,803,600",/players/a/allenma01.html
2007-08,Dallas Mavericks,NBA,"$998,398",/players/a/allenma01.html
2008-09,Milwaukee Bucks,NBA,"$1,300,000",/players/a/allenma01.html
2009-10,Denver Nuggets,NBA,"$1,300,000",/players/a/allenma01.html
2010-11,Orlando Magic,NBA,"$1,229,255",/players/a/allenma01.html
Career,(may be incomplete),,"$12,607,130",/players/a/allenma01.html
2001-02,Miami Heat,NBA,"$332,817",/players/a/allenma01.html
2002-03,Miami Heat,NBA,"$512,435",/players/a/allenma01.html
2003-04,Miami Heat,NBA,"$1,510,000",/players/a/allenma01.html
2004-05,Miami Heat,NBA,"$1,950,625",/players/a/allenma01.html
2005-06,Chicago Bulls,NBA,"$1,670,000",/players/a/allenma01.html
2006-07,Chicago Bulls,NBA,"$1,803,600",/players/a/allenma01.html
2007-08,Dallas Mavericks,NBA,"$998,398",/players/a/allenma01.html
2008-09,Milwaukee Bucks,NBA,"$1,300,000",/players/a/allenma01.html
2009-10,Denver Nuggets,NBA,"$1,300,000",/players/a/allenma01.html
2010-11,Orlando Magic,NBA,"$1,229,255",/players/a/allenma01.html
Career,(may be incomplete),,"$12,607,130",/players/a/allenma01.html
1996-97,Milwaukee Bucks,NBA,"$1,785,000",/players/a/allenra02.html
1997-98,Milwaukee Bucks,NBA,"$2,052,360",/players/a/allenra02.html
1998-99,Milwaukee Bucks,NBA,"$2,320,000",/players/a/allenra02.html
1999-00,Milwaukee Bucks,NBA,"$9,000,000",/players/a/allenra02.html
2000-01,Milwaukee Bucks,NBA,"$10,130,000",/players/a/allenra02.html
2001-02,Milwaukee Bucks,NBA,"$11,250,000",/players/a/allenra02.html
2002-03,Milwaukee Bucks,NBA,"$12,375,000",/players/a/allenra02.html
2003-04,Seattle SuperSonics,NBA,"$13,500,000",/players/a/allenra02.html
2004-05,Seattle SuperSonics,NBA,"$14,625,000",/players/a/allenra02.html
2005-06,Seattle SuperSonics,NBA,"$13,223,140",/players/a/allenra02.html
2006-07,Seattle SuperSonics,NBA,"$14,611,570",/players/a/allenra02.html
2007-08,Boston Celtics,NBA,"$16,000,000",/players/a/allenra02.html
2008-09,Boston Celtics,NBA,"$18,388,430",/players/a/allenra02.html
2009-10,Boston Celtics,NBA,"$18,776,860",/players/a/allenra02.html
2010-11,Boston Celtics,NBA,"$10,000,000",/players/a/allenra02.html
2011-12,Boston Celtics,NBA,"$10,000,000",/players/a/allenra02.html
2012-13,Miami Heat,NBA,"$3,090,000",/players/a/allenra02.html
2013-14,Miami Heat,NBA,"$3,229,050",/players/a/allenra02.html
Career,(may be incomplete),,"$184,356,410",/players/a/allenra02.html
1996-97,Milwaukee Bucks,NBA,"$1,785,000",/players/a/allenra02.html
1997-98,Milwaukee Bucks,NBA,"$2,052,360",/players/a/allenra02.html
1998-99,Milwaukee Bucks,NBA,"$2,320,000",/players/a/allenra02.html
1999-00,Milwaukee Bucks,NBA,"$9,000,000",/players/a/allenra02.html
2000-01,Milwaukee Bucks,NBA,"$10,130,000",/players/a/allenra02.html
2001-02,Milwaukee Bucks,NBA,"$11,250,000",/players/a/allenra02.html
2002-03,Milwaukee Bucks,NBA,"$12,375,000",/players/a/allenra02.html
2003-04,Seattle SuperSonics,NBA,"$13,500,000",/players/a/allenra02.html
2004-05,Seattle SuperSonics,NBA,"$14,625,000",/players/a/allenra02.html
2005-06,Seattle SuperSonics,NBA,"$13,223,140",/players/a/allenra02.html
2006-07,Seattle SuperSonics,NBA,"$14,611,570",/players/a/allenra02.html
2007-08,Boston Celtics,NBA,"$16,000,000",/players/a/allenra02.html
2008-09,Boston Celtics,NBA,"$18,388,430",/players/a/allenra02.html
2009-10,Boston Celtics,NBA,"$18,776,860",/players/a/allenra02.html
2010-11,Boston Celtics,NBA,"$10,000,000",/players/a/allenra02.html
2011-12,Boston Celtics,NBA,"$10,000,000",/players/a/allenra02.html
2012-13,Miami Heat,NBA,"$3,090,000",/players/a/allenra02.html
2013-14,Miami Heat,NBA,"$3,229,050",/players/a/allenra02.html
Career,(may be incomplete),,"$184,356,410",/players/a/allenra02.html
2004-05,Boston Celtics,NBA,"$901,920",/players/a/allento01.html
2005-06,Boston Celtics,NBA,"$969,696",/players/a/allento01.html
2006-07,Boston Celtics,NBA,"$1,037,280",/players/a/allento01.html
2007-08,Boston Celtics,NBA,"$1,868,141",/players/a/allento01.html
2008-09,Boston Celtics,NBA,"$2,500,000",/players/a/allento01.html
2009-10,Boston Celtics,NBA,"$2,500,000",/players/a/allento01.html
2010-11,Memphis Grizzlies,NBA,"$3,000,000",/players/a/allento01.html
2011-12,Memphis Grizzlies,NBA,"$3,150,000",/players/a/allento01.html
2012-13,Memphis Grizzlies,NBA,"$3,300,000",/players/a/allento01.html
2013-14,Memphis Grizzlies,NBA,"$4,494,382",/players/a/allento01.html
2014-15,Memphis Grizzlies,NBA,"$4,831,461",/players/a/allento01.html
2015-16,Memphis Grizzlies,NBA,"$5,168,539",/players/a/allento01.html
2016-17,Memphis Grizzlies,NBA,"$5,505,618",/players/a/allento01.html
2017-18,Chicago Bulls,NBA,"$1,471,382",/players/a/allento01.html
Career,(may be incomplete),,"$40,698,419",/players/a/allento01.html
2004-05,Boston Celtics,NBA,"$901,920",/players/a/allento01.html
2005-06,Boston Celtics,NBA,"$969,696",/players/a/allento01.html
2006-07,Boston Celtics,NBA,"$1,037,280",/players/a/allento01.html
2007-08,Boston Celtics,NBA,"$1,868,141",/players/a/allento01.html
2008-09,Boston Celtics,NBA,"$2,500,000",/players/a/allento01.html
2009-10,Boston Celtics,NBA,"$2,500,000",/players/a/allento01.html
2010-11,Memphis Grizzlies,NBA,"$3,000,000",/players/a/allento01.html
2011-12,Memphis Grizzlies,NBA,"$3,150,000",/players/a/allento01.html
2012-13,Memphis Grizzlies,NBA,"$3,300,000",/players/a/allento01.html
2013-14,Memphis Grizzlies,NBA,"$4,494,382",/players/a/allento01.html
2014-15,Memphis Grizzlies,NBA,"$4,831,461",/players/a/allento01.html
2015-16,Memphis Grizzlies,NBA,"$5,168,539",/players/a/allento01.html
2016-17,Memphis Grizzlies,NBA,"$5,505,618",/players/a/allento01.html
2017-18,Chicago Bulls,NBA,"$1,471,382",/players/a/allento01.html
Career,(may be incomplete),,"$40,698,419",/players/a/allento01.html
1999-00,Milwaukee Bucks,NBA,"$301,875",/players/a/alstora01.html
2000-01,Milwaukee Bucks,NBA,"$423,500",/players/a/alstora01.html
2001-02,Milwaukee Bucks,NBA,"$625,000",/players/a/alstora01.html
2002-03,Toronto Raptors,NBA,"$37,344",/players/a/alstora01.html
2003-04,Miami Heat,NBA,"$688,679",/players/a/alstora01.html
2004-05,Toronto Raptors,NBA,"$3,500,000",/players/a/alstora01.html
2005-06,Houston Rockets,NBA,"$3,850,000",/players/a/alstora01.html
2006-07,Houston Rockets,NBA,"$4,200,000",/players/a/alstora01.html
2007-08,Houston Rockets,NBA,"$4,550,000",/players/a/alstora01.html
2008-09,Orlando Magic,NBA,"$4,900,000",/players/a/alstora01.html
2009-10,New Jersey Nets,NBA,"$4,300,000",/players/a/alstora01.html
2009-10,Miami Heat,NBA,"$753,133",/players/a/alstora01.html
Career,(may be incomplete),,"$28,129,531",/players/a/alstora01.html
1999-00,Milwaukee Bucks,NBA,"$301,875",/players/a/alstora01.html
2000-01,Milwaukee Bucks,NBA,"$423,500",/players/a/alstora01.html
2001-02,Milwaukee Bucks,NBA,"$625,000",/players/a/alstora01.html
2002-03,Toronto Raptors,NBA,"$37,344",/players/a/alstora01.html
2003-04,Miami Heat,NBA,"$688,679",/players/a/alstora01.html
2004-05,Toronto Raptors,NBA,"$3,500,000",/players/a/alstora01.html
2005-06,Houston Rockets,NBA,"$3,850,000",/players/a/alstora01.html
2006-07,Houston Rockets,NBA,"$4,200,000",/players/a/alstora01.html
2007-08,Houston Rockets,NBA,"$4,550,000",/players/a/alstora01.html
2008-09,Orlando Magic,NBA,"$4,900,000",/players/a/alstora01.html
2009-10,New Jersey Nets,NBA,"$4,300,000",/players/a/alstora01.html
2009-10,Miami Heat,NBA,"$753,133",/players/a/alstora01.html
Career,(may be incomplete),,"$28,129,531",/players/a/alstora01.html
2006-07,Philadelphia 76ers,NBA,"$105,696",/players/a/amundlo01.html
2006-07,Sacramento Kings,NBA,"$75,000",/players/a/amundlo01.html
2006-07,Utah Jazz,NBA,"$35,232",/players/a/amundlo01.html
2007-08,Philadelphia 76ers,NBA,"$687,456",/players/a/amundlo01.html
2008-09,Phoenix Suns,NBA,"$797,581",/players/a/amundlo01.html
2009-10,Phoenix Suns,NBA,"$855,189",/players/a/amundlo01.html
2010-11,Golden State Warriors,NBA,"$2,225,000",/players/a/amundlo01.html
2011-12,Indiana Pacers,NBA,"$2,403,000",/players/a/amundlo01.html
2012-13,Minnesota Timberwolves,NBA,"$1,069,509",/players/a/amundlo01.html
2014-15,New York Knicks,NBA,"$409,167",/players/a/amundlo01.html
2015-16,New York Knicks,NBA,"$1,650,000",/players/a/amundlo01.html
2016-17,New York Knicks,NBA,"$1,551,659",/players/a/amundlo01.html
Career,(may be incomplete),,"$11,864,489",/players/a/amundlo01.html
2006-07,Philadelphia 76ers,NBA,"$105,696",/players/a/amundlo01.html
2006-07,Sacramento Kings,NBA,"$75,000",/players/a/amundlo01.html
2006-07,Utah Jazz,NBA,"$35,232",/players/a/amundlo01.html
2007-08,Philadelphia 76ers,NBA,"$687,456",/players/a/amundlo01.html
2008-09,Phoenix Suns,NBA,"$797,581",/players/a/amundlo01.html
2009-10,Phoenix Suns,NBA,"$855,189",/players/a/amundlo01.html
2010-11,Golden State Warriors,NBA,"$2,225,000",/players/a/amundlo01.html
2011-12,Indiana Pacers,NBA,"$2,403,000",/players/a/amundlo01.html
2012-13,Minnesota Timberwolves,NBA,"$1,069,509",/players/a/amundlo01.html
2014-15,New York Knicks,NBA,"$409,167",/players/a/amundlo01.html
2015-16,New York Knicks,NBA,"$1,650,000",/players/a/amundlo01.html
2016-17,New York Knicks,NBA,"$1,551,659",/players/a/amundlo01.html
Career,(may be incomplete),,"$11,864,489",/players/a/amundlo01.html
2001-02,Denver Nuggets,NBA,"$288,171",/players/a/anderch01.html
2002-03,Denver Nuggets,NBA,"$512,435",/players/a/anderch01.html
2003-04,Denver Nuggets,NBA,"$638,679",/players/a/anderch01.html
2004-05,New Orleans Hornets,NBA,"$1,600,000",/players/a/anderch01.html
2005-06,New Orleans/Oklahoma City Hornets,NBA,"$3,500,000",/players/a/anderch01.html
2008-09,Denver Nuggets,NBA,"$998,398",/players/a/anderch01.html
2009-10,Denver Nuggets,NBA,"$3,650,000",/players/a/anderch01.html
2010-11,Denver Nuggets,NBA,"$4,533,300",/players/a/anderch01.html
2011-12,Denver Nuggets,NBA,"$4,234,000",/players/a/anderch01.html
2012-13,Denver Nuggets,NBA,"$4,526,000",/players/a/anderch01.html
2012-13,Miami Heat,NBA,"$699,952",/players/a/anderch01.html
2013-14,Miami Heat,NBA,"$1,399,507",/players/a/anderch01.html
2014-15,Miami Heat,NBA,"$5,375,000",/players/a/anderch01.html
2015-16,Memphis Grizzlies,NBA,"$5,000,000",/players/a/anderch01.html
2016-17,Charlotte Hornets,NBA,"$1,551,659",/players/a/anderch01.html
Career,(may be incomplete),,"$38,507,101",/players/a/anderch01.html
2001-02,Denver Nuggets,NBA,"$288,171",/players/a/anderch01.html
2002-03,Denver Nuggets,NBA,"$512,435",/players/a/anderch01.html
2003-04,Denver Nuggets,NBA,"$638,679",/players/a/anderch01.html
2004-05,New Orleans Hornets,NBA,"$1,600,000",/players/a/anderch01.html
2005-06,New Orleans/Oklahoma City Hornets,NBA,"$3,500,000",/players/a/anderch01.html
2008-09,Denver Nuggets,NBA,"$998,398",/players/a/anderch01.html
2009-10,Denver Nuggets,NBA,"$3,650,000",/players/a/anderch01.html
2010-11,Denver Nuggets,NBA,"$4,533,300",/players/a/anderch01.html
2011-12,Denver Nuggets,NBA,"$4,234,000",/players/a/anderch01.html
2012-13,Denver Nuggets,NBA,"$4,526,000",/players/a/anderch01.html
2012-13,Miami Heat,NBA,"$699,952",/players/a/anderch01.html
2013-14,Miami Heat,NBA,"$1,399,507",/players/a/anderch01.html
2014-15,Miami Heat,NBA,"$5,375,000",/players/a/anderch01.html
2015-16,Memphis Grizzlies,NBA,"$5,000,000",/players/a/anderch01.html
2016-17,Charlotte Hornets,NBA,"$1,551,659",/players/a/anderch01.html
Career,(may be incomplete),,"$38,507,101",/players/a/anderch01.html
2009-10,Houston Rockets,NBA,"$2,300,000",/players/a/anderan02.html
2010-11,New Orleans Hornets,NBA,"$2,500,000",/players/a/anderan02.html
Career,(may be incomplete),,"$4,800,000",/players/a/anderan02.html
2009-10,Houston Rockets,NBA,"$2,300,000",/players/a/anderan02.html
2010-11,New Orleans Hornets,NBA,"$2,500,000",/players/a/anderan02.html
Career,(may be incomplete),,"$4,800,000",/players/a/anderan02.html
2009-10,Houston Rockets,NBA,"$2,300,000",/players/a/anderan02.html
2010-11,New Orleans Hornets,NBA,"$2,500,000",/players/a/anderan02.html
Career,(may be incomplete),,"$4,800,000",/players/a/anderan02.html
2008-09,New Jersey Nets,NBA,"$1,225,200",/players/a/anderry01.html
2009-10,Orlando Magic,NBA,"$1,317,120",/players/a/anderry01.html
2010-11,Orlando Magic,NBA,"$1,409,040",/players/a/anderry01.html
2011-12,Orlando Magic,NBA,"$2,244,601",/players/a/anderry01.html
2012-13,New Orleans Hornets,NBA,"$8,700,000",/players/a/anderry01.html
2013-14,New Orleans Pelicans,NBA,"$8,308,500",/players/a/anderry01.html
2014-15,New Orleans Pelicans,NBA,"$8,491,500",/players/a/anderry01.html
2015-16,New Orleans Pelicans,NBA,"$8,500,000",/players/a/anderry01.html
2016-17,Houston Rockets,NBA,"$18,735,364",/players/a/anderry01.html
2017-18,Houston Rockets,NBA,"$19,578,455",/players/a/anderry01.html
2018-19,Miami Heat,NBA,"$20,421,546",/players/a/anderry01.html
2019-20,Miami Heat,NBA,"$5,214,583",/players/a/anderry01.html
2019-20,Houston Rockets,NBA,"$500,000",/players/a/anderry01.html
2020-21,Miami Heat,NBA,"$5,214,583",/players/a/anderry01.html
2021-22,Miami Heat,NBA,"$5,214,584",/players/a/anderry01.html
Career,(may be incomplete),,"$115,075,076",/players/a/anderry01.html
2008-09,New Jersey Nets,NBA,"$1,225,200",/players/a/anderry01.html
2009-10,Orlando Magic,NBA,"$1,317,120",/players/a/anderry01.html
2010-11,Orlando Magic,NBA,"$1,409,040",/players/a/anderry01.html
2011-12,Orlando Magic,NBA,"$2,244,601",/players/a/anderry01.html
2012-13,New Orleans Hornets,NBA,"$8,700,000",/players/a/anderry01.html
2013-14,New Orleans Pelicans,NBA,"$8,308,500",/players/a/anderry01.html
2014-15,New Orleans Pelicans,NBA,"$8,491,500",/players/a/anderry01.html
2015-16,New Orleans Pelicans,NBA,"$8,500,000",/players/a/anderry01.html
2016-17,Houston Rockets,NBA,"$18,735,364",/players/a/anderry01.html
2017-18,Houston Rockets,NBA,"$19,578,455",/players/a/anderry01.html
2018-19,Miami Heat,NBA,"$20,421,546",/players/a/anderry01.html
2019-20,Miami Heat,NBA,"$5,214,583",/players/a/anderry01.html
2019-20,Houston Rockets,NBA,"$500,000",/players/a/anderry01.html
2020-21,Miami Heat,NBA,"$5,214,583",/players/a/anderry01.html
2021-22,Miami Heat,NBA,"$5,214,584",/players/a/anderry01.html
Career,(may be incomplete),,"$115,075,076",/players/a/anderry01.html
2003-04,Denver Nuggets,NBA,"$3,229,200",/players/a/anthoca01.html
2004-05,Denver Nuggets,NBA,"$3,471,360",/players/a/anthoca01.html
2005-06,Denver Nuggets,NBA,"$3,713,640",/players/a/anthoca01.html
2006-07,Denver Nuggets,NBA,"$4,694,041",/players/a/anthoca01.html
2007-08,Denver Nuggets,NBA,"$13,041,250",/players/a/anthoca01.html
2008-09,Denver Nuggets,NBA,"$14,410,581",/players/a/anthoca01.html
2009-10,Denver Nuggets,NBA,"$15,779,912",/players/a/anthoca01.html
2010-11,New York Knicks,NBA,"$17,149,243",/players/a/anthoca01.html
2011-12,New York Knicks,NBA,"$18,518,574",/players/a/anthoca01.html
2012-13,New York Knicks,NBA,"$19,450,000",/players/a/anthoca01.html
2013-14,New York Knicks,NBA,"$22,407,474",/players/a/anthoca01.html
2014-15,New York Knicks,NBA,"$22,458,000",/players/a/anthoca01.html
2015-16,New York Knicks,NBA,"$22,875,000",/players/a/anthoca01.html
2016-17,New York Knicks,NBA,"$24,559,380",/players/a/anthoca01.html
2017-18,Oklahoma City Thunder,NBA,"$26,243,760",/players/a/anthoca01.html
2018-19,Atlanta Hawks,NBA,"$25,534,253",/players/a/anthoca01.html
2018-19,Chicago Bulls,NBA,"$2,393,887",/players/a/anthoca01.html
2019-20,Portland Trail Blazers,NBA,"$2,159,029",/players/a/anthoca01.html
2020-21,Portland Trail Blazers,NBA,"$1,620,564",/players/a/anthoca01.html
2021-22,Los Angeles Lakers,NBA,"$2,641,691",/players/a/anthoca01.html
Career,(may be incomplete),,"$266,350,839",/players/a/anthoca01.html
2003-04,Denver Nuggets,NBA,"$3,229,200",/players/a/anthoca01.html
2004-05,Denver Nuggets,NBA,"$3,471,360",/players/a/anthoca01.html
2005-06,Denver Nuggets,NBA,"$3,713,640",/players/a/anthoca01.html
2006-07,Denver Nuggets,NBA,"$4,694,041",/players/a/anthoca01.html
2007-08,Denver Nuggets,NBA,"$13,041,250",/players/a/anthoca01.html
2008-09,Denver Nuggets,NBA,"$14,410,581",/players/a/anthoca01.html
2009-10,Denver Nuggets,NBA,"$15,779,912",/players/a/anthoca01.html
2010-11,New York Knicks,NBA,"$17,149,243",/players/a/anthoca01.html
2011-12,New York Knicks,NBA,"$18,518,574",/players/a/anthoca01.html
2012-13,New York Knicks,NBA,"$19,450,000",/players/a/anthoca01.html
2013-14,New York Knicks,NBA,"$22,407,474",/players/a/anthoca01.html
2014-15,New York Knicks,NBA,"$22,458,000",/players/a/anthoca01.html
2015-16,New York Knicks,NBA,"$22,875,000",/players/a/anthoca01.html
2016-17,New York Knicks,NBA,"$24,559,380",/players/a/anthoca01.html
2017-18,Oklahoma City Thunder,NBA,"$26,243,760",/players/a/anthoca01.html
2018-19,Atlanta Hawks,NBA,"$25,534,253",/players/a/anthoca01.html
2018-19,Chicago Bulls,NBA,"$2,393,887",/players/a/anthoca01.html
2019-20,Portland Trail Blazers,NBA,"$2,159,029",/players/a/anthoca01.html
2020-21,Portland Trail Blazers,NBA,"$1,620,564",/players/a/anthoca01.html
2021-22,Los Angeles Lakers,NBA,"$2,641,691",/players/a/anthoca01.html
Career,(may be incomplete),,"$266,350,839",/players/a/anthoca01.html
2007-08,Miami Heat,NBA,"$427,163",/players/a/anthojo01.html
2008-09,Miami Heat,NBA,"$711,517",/players/a/anthojo01.html
2009-10,Miami Heat,NBA,"$825,497",/players/a/anthojo01.html
2010-11,Miami Heat,NBA,"$3,300,000",/players/a/anthojo01.html
2011-12,Miami Heat,NBA,"$3,600,000",/players/a/anthojo01.html
2012-13,Miami Heat,NBA,"$3,750,000",/players/a/anthojo01.html
2013-14,Miami Heat,NBA,"$3,800,000",/players/a/anthojo01.html
2014-15,Detroit Pistons,NBA,"$3,800,000",/players/a/anthojo01.html
2015-16,Detroit Pistons,NBA,"$2,500,000",/players/a/anthojo01.html
2016-17,San Antonio Spurs,NBA,"$663,810",/players/a/anthojo01.html
Career,(may be incomplete),,"$23,377,987",/players/a/anthojo01.html
2007-08,Miami Heat,NBA,"$427,163",/players/a/anthojo01.html
2008-09,Miami Heat,NBA,"$711,517",/players/a/anthojo01.html
2009-10,Miami Heat,NBA,"$825,497",/players/a/anthojo01.html
2010-11,Miami Heat,NBA,"$3,300,000",/players/a/anthojo01.html
2011-12,Miami Heat,NBA,"$3,600,000",/players/a/anthojo01.html
2012-13,Miami Heat,NBA,"$3,750,000",/players/a/anthojo01.html
2013-14,Miami Heat,NBA,"$3,800,000",/players/a/anthojo01.html
2014-15,Detroit Pistons,NBA,"$3,800,000",/players/a/anthojo01.html
2015-16,Detroit Pistons,NBA,"$2,500,000",/players/a/anthojo01.html
2016-17,San Antonio Spurs,NBA,"$663,810",/players/a/anthojo01.html
Career,(may be incomplete),,"$23,377,987",/players/a/anthojo01.html
2001-02,Golden State Warriors,NBA,"$332,817",/players/a/arenagi01.html
2002-03,Golden State Warriors,NBA,"$512,435",/players/a/arenagi01.html
2003-04,Washington Wizards,NBA,"$8,536,000",/players/a/arenagi01.html
